id	spol	lroj	starost	visina	teza
117	M	1941	19	175	80.8
118	M	1941	19	186	78.5
119	M	1941	19	180.5	69.2
120	M	1941	18	168.5	64.3
121	M	1941	19	178.5	69.3
124	M	1941	19	170.6	55.5
125	M	1941	19	178.8	66.6
126	M	1941	19	177.7	67
127	M	1941	19	176	62.7
128	M	1941	19	169.3	67.5
129	M	1941	19	174.4	70.7
131	M	1941	20	179.5	67
134	M	1941	20	170	57
137	M	1941	19	179	74.6
138	M	1941	19	190	72.8
139	M	1941	19	176.2	69.7
140	M	1941	19	174.7	67.7
141	M	1941	19	177	67.8
142	M	1941	19	168.1	55
143	M	1941	20	171.2	65.5
146	M	1941	19	174.8	65
147	M	1941	19	183.7	76.2
148	M	1941	19	171.2	63.7
149	M	1941	19	181.8	72
150	M	1941	19	184.8	84.1
151	M	1941	19	174.1	62.5
152	M	1941	19	167.5	60.7
153	M	1941	19	170	61.8
154	M	1941	19	193.1	84
155	M	1941	19	166.5	65
159	M	1941	19	167.3	58
161	M	1941	19	163.9	60.2
162	M	1941	19	173	67
164	M	1941	19	170.4	63.6
166	M	1941	19	183.1	70
169	M	1941	20	170.2	68.5
170	M	1941	19	170.6	57.2
171	M	1941	19	176.7	62.2
172	M	1941	19	171.6	65.9
173	M	1941	19	177.8	62
174	M	1941	19	176.6	62.5
175	M	1941	19	181.5	66.2
176	M	1941	19	179.3	62
177	M	1941	19	176.2	66.7
178	M	1941	19	170.6	72.9
181	M	1941	20	176.5	73.4
182	M	1941	19	182.3	69
183	M	1941	19	173.5	63
184	M	1941	19	170	70.2
185	M	1941	19	184.1	79.7
189	M	1941	19	171.5	56.4
190	M	1941	19	171	58.5
192	M	1941	19	171.2	63.8
193	M	1941	19	172	60.9
194	M	1941	19	179.7	74
195	M	1941	19	183.8	70.3
196	M	1941	19	187.5	73
197	M	1941	19	179.4	67.3
198	M	1941	19	172.9	57.2
199	M	1941	20	171.4	67
200	M	1941	20	177	85
202	M	1941	19	169.5	69
203	M	1941	19	173.8	71
204	M	1941	19	179.6	75.4
205	M	1941	19	175.6	60
206	M	1941	19	164.5	51.7
207	M	1941	19	174.8	64.7
208	M	1941	18	169.7	65.6
209	M	1941	19	177.7	67.8
1	M	1942	20	171.7	60
2	M	1942	20	181.7	73.2
3	M	1942	19	175.6	72.9
4	M	1942	19	179.6	69.9
5	M	1942	20	168	62.8
6	M	1942	20	171	64.7
7	M	1942	19	168.4	62.3
8	M	1942	19	183	75.8
9	M	1942	19	171.3	71.2
10	M	1942	20	171.7	70.6
11	M	1942	20	177.9	73
12	M	1942	19	180.6	72.6
13	M	1942	19	170.5	68
14	M	1942	19	171.7	62.5
15	M	1942	19	174.3	71
16	M	1942	19	161.3	52.7
17	M	1942	20	163.2	54.4
18	M	1942	20	174.7	67
19	M	1942	19	180.5	71.5
20	M	1942	19	178.9	72.3
21	M	1942	20	171.1	68.4
22	M	1942	20	176.2	64.5
23	M	1942	20	175.5	74
24	M	1942	20	167.4	68.2
25	M	1942	19	179.7	64.6
26	M	1942	19	174.8	69.3
27	M	1942	19	178.7	65.5
28	M	1942	19	170.7	62
29	M	1942	20	177	67.2
30	M	1942	19	173.2	61.4
31	M	1942	19	183.5	67.7
32	M	1942	20	171.3	71.5
33	M	1942	19	176.1	71.7
34	M	1942	19	180.7	72.1
35	M	1942	19	190.5	86.5
36	M	1942	20	184	85.4
37	M	1942	19	167.5	58
38	M	1942	19	168.5	66.2
39	M	1942	19	182.1	75.5
40	M	1942	19	172.6	70
41	M	1942	19	167	57.7
42	M	1942	19	163.2	60
43	M	1942	20	177.1	65.4
44	M	1942	19	176	59.5
45	M	1942	19	179.1	61.8
46	M	1942	19	173.6	78
47	M	1942	19	178.8	78.1
48	M	1942	19	184.2	76.5
49	M	1942	19	180.1	78
50	M	1942	19	170.6	60.5
51	M	1942	19	177.2	70
52	M	1942	19	180.5	74.8
53	M	1942	19	173	59
54	M	1942	19	185.1	66.8
55	M	1942	19	170	71
56	M	1942	19	175.5	67
57	M	1942	19	169	69.1
58	M	1942	20	172.5	74.1
66	M	1942	19	166.3	63.5
67	M	1942	19	170.5	67.5
68	M	1942	19	170.2	53.2
69	M	1942	20	179.3	67.6
70	M	1942	19	180.1	71.2
71	M	1942	18	179.3	72.8
72	M	1942	19	169.8	63.5
73	M	1942	19	173.4	64
74	M	1942	19	168.6	66
75	M	1942	18	170	58.9
76	M	1942	18	165.7	60.3
77	M	1942	19	186.1	75.3
78	M	1942	18	181.4	70
79	M	1942	19	169	61.6
80	M	1942	19	172.6	67.4
81	M	1942	20	168.3	64.1
82	M	1942	19	179.7	66.9
83	M	1942	20	181.4	96.5
84	M	1942	19	180	77.2
85	M	1942	18	180	76.4
86	M	1942	19	172.9	63
87	M	1942	19	184.4	74.2
88	M	1942	20	184.1	72.5
89	M	1942	19	164.5	57.8
90	M	1942	19	175.5	75
91	M	1942	19	174.4	60.8
92	M	1942	18	173.2	74.9
93	M	1942	19	184	82.9
94	M	1942	20	168.1	72
96	M	1942	19	178.2	69.5
97	M	1942	19	172	71.7
98	M	1942	19	174.6	62.4
99	M	1942	20	180.1	72.1
100	M	1942	19	174.1	68.8
101	M	1942	19	179.7	69.3
102	M	1942	19	185.1	68.3
103	M	1942	19	180.1	61.5
104	M	1942	19	178	74.3
105	M	1942	18	181.7	84.5
106	M	1942	19	172.8	57.7
107	M	1942	19	168.6	69
108	M	1942	19	177.1	68.4
109	M	1942	20	179.5	66.2
110	M	1942	19	174.1	62.5
111	M	1942	18	176.2	68.3
112	M	1942	19	180	72.6
113	M	1942	19	179.5	70
117	M	1942	19	173.9	70.2
118	M	1942	19	177.5	63.5
119	M	1942	20	169.4	73.5
120	M	1942	19	182.6	59.3
121	M	1942	19	184.7	59.5
122	M	1942	20	182.7	78
123	M	1942	18	177.2	71.8
124	M	1942	19	181.7	64.4
125	M	1942	19	172.2	61.5
126	M	1942	19	173.5	60.2
127	M	1942	18	176	74.6
128	M	1942	19	169.3	65
129	M	1942	19	183.1	67.2
130	M	1942	18	184.7	76.8
131	M	1942	18	189.8	82
134	M	1942	20	170.1	60.2
135	M	1942	20	180	66.8
137	M	1942	19	171.4	59.3
138	M	1942	20	172.2	64.3
139	M	1942	19	182.5	78.7
140	M	1942	19	178.7	76.8
141	M	1942	19	178	69.5
143	M	1942	20	179.1	61
144	M	1942	20	179.6	71
146	M	1942	18	177	66
147	M	1942	19	176.6	62.2
148	M	1942	19	174.4	79.1
149	M	1942	19	183.2	72.1
150	M	1942	19	187.7	76.1
151	M	1942	19	173.2	60
152	M	1942	20	163.7	67.8
153	M	1942	19	172.2	58.1
154	M	1942	19	172.6	67.2
155	M	1942	18	179.1	73.1
156	M	1942	19	176.6	68.7
157	M	1942	19	174.5	66.6
158	M	1942	19	185.3	75
159	M	1942	19	179.7	72.8
160	M	1942	19	180.5	73.1
161	M	1942	19	176.6	67.8
162	M	1942	18	172.8	60
163	M	1942	18	176.4	62
164	M	1942	19	176.1	77.4
165	M	1942	18	171.1	72
166	M	1942	20	172.3	55
167	M	1942	19	176.5	59
168	M	1942	18	173.6	71
169	M	1942	19	184.3	70.7
170	M	1942	19	180	70
171	M	1942	19	175.9	72.8
172	M	1942	19	174.9	60.7
173	M	1942	20	170.6	62.8
174	M	1942	19	173.3	64.2
175	M	1942	19	181	66.4
176	M	1942	19	178.3	73.5
177	M	1942	19	178	70.5
178	M	1942	19	180.8	74
179	M	1942	19	173.2	65.7
180	M	1942	18	176	65.4
181	M	1942	18	164.3	63.3
182	M	1942	20	173.3	76
183	M	1942	20	181.7	74.5
185	M	1942	19	179.1	65.5
186	M	1942	19	174.3	65.6
187	M	1942	19	180.6	68.8
188	M	1942	19	172.5	100
189	M	1942	18	186.2	77
190	M	1942	18	186.6	74.7
191	M	1942	18	183.5	72.3
192	M	1942	19	175.7	65.7
193	M	1942	18	187.7	74.7
194	M	1942	19	166.5	70
196	M	1942	18	180.7	82.3
197	M	1942	18	176	69.5
198	M	1942	19	176.8	66
199	M	1942	19	173.2	64.3
200	M	1942	19	193.7	89
201	M	1942	20	176.5	61.4
202	M	1942	19	170.5	64
204	M	1942	18	172	65.6
205	M	1942	20	169.5	61.2
206	M	1942	19	166.6	58
207	M	1942	19	174.5	77.3
208	M	1942	19	177.3	62.8
209	M	1942	19	183.3	65.8
210	M	1942	19	170.6	60.6
211	M	1942	19	174.6	60
212	M	1942	19	171.4	74.5
213	M	1942	19	184.8	70.3
214	M	1942	19	190.2	80
215	M	1942	19	161.2	57
216	M	1942	19	170.8	67.4
217	M	1942	19	172.5	63
218	M	1942	19	189.5	68.9
219	M	1942	19	175.6	86.5
220	M	1942	19	175.8	90.6
221	M	1942	19	169.9	71.1
223	M	1942	19	164.7	50.2
224	M	1942	20	174.8	75.7
225	M	1942	19	175.3	65.4
226	M	1942	19	176.6	65
227	M	1942	20	176.4	75.7
1	M	1943	19	171.4	55.4
2	M	1943	19	172	66.5
3	M	1943	18	165	56.6
4	M	1943	18	174	70.9
5	M	1943	18	176.5	73.6
6	M	1943	19	174.2	75.2
7	M	1943	18	169.8	71
8	M	1943	19	167.9	70
9	M	1943	18	186	72
10	M	1943	19	179.6	69
11	M	1943	19	169.6	64.8
12	M	1943	19	175	80.7
13	M	1943	19	175.7	72
14	M	1943	19	182.9	64.7
15	M	1943	19	179.1	65
16	M	1943	20	165.4	65
17	M	1943	20	163	62
18	M	1943	18	176.5	70.2
20	M	1943	20	174.2	70
21	M	1943	18	178.5	68.5
22	M	1943	19	178	69.1
23	M	1943	19	166.3	58.8
24	M	1943	20	173	63.3
25	M	1943	20	179.1	81.6
26	M	1943	18	177	72.8
27	M	1943	20	169.5	73
30	M	1943	20	174.3	71
31	M	1943	19	171.2	95.2
32	M	1943	18	188.2	80
33	M	1943	20	176.1	74
34	M	1943	20	176.1	81
38	M	1943	20	183.4	76.5
39	M	1943	20	180.4	81
40	M	1943	19	175.3	67
41	M	1943	18	173	71.5
42	M	1943	19	175.7	63.5
43	M	1943	20	175.1	64.3
45	M	1943	20	168.1	66
46	M	1943	20	173.6	69.6
47	M	1943	19	171.8	61.9
48	M	1943	19	183.9	74
49	M	1943	20	162.4	57
50	M	1943	20	162	57
51	M	1943	20	176	71.7
52	M	1943	20	177.8	71.5
54	M	1943	18	174.2	57.6
58	M	1943	20	179.8	74
59	M	1943	19	189.7	89
60	M	1943	18	189.6	72.8
61	M	1943	20	167.1	72.5
62	M	1943	20	172.7	70
63	M	1943	20	176	72
64	M	1943	20	180	76
65	M	1943	18	178.2	68.6
66	M	1943	18	184.7	74.2
69	M	1943	18	173	64.8
71	M	1943	20	178.1	69.2
72	M	1943	18	177.2	67.6
73	M	1943	19	186.5	78.8
74	M	1943	19	178.7	61.4
75	M	1943	19	174.9	62.4
76	M	1943	20	166.7	65.3
79	M	1943	20	170.5	77
81	M	1943	20	175.6	71.5
82	M	1943	20	190.1	91
12	M	1944	20	176.3	62.8
13	M	1944	20	177.3	68.8
16	M	1944	20	186.2	73.3
17	M	1944	20	185.8	76.1
18	M	1944	20	173.1	70.1
19	M	1944	20	171.6	70.3
20	M	1944	20	174.5	61.3
21	M	1944	20	177.8	69.8
22	M	1944	20	176.2	71.5
23	M	1944	20	167.6	61.4
24	M	1944	20	180.6	68.4
25	M	1944	20	175.9	67.1
26	M	1944	20	164.2	60.8
27	M	1944	20	180.6	65.3
28	M	1944	20	163.3	50
29	M	1944	20	175.1	68.2
31	M	1944	20	178	84.7
32	M	1944	20	179.9	78
33	M	1944	20	181.2	62.5
34	M	1944	20	185.6	87.7
35	M	1944	20	177.8	72
36	M	1944	20	180.3	88.9
37	M	1944	20	167.5	71.6
38	M	1944	20	182.3	76.4
39	M	1944	20	189.8	72.6
40	M	1944	20	171.3	65.5
41	M	1944	20	173.3	70
42	M	1944	20	177.4	74.2
43	M	1944	20	170.6	55.1
44	M	1944	20	183	73.1
45	M	1944	20	180.8	74.3
46	M	1944	20	165.8	58.2
47	M	1944	20	180.6	73.1
48	M	1944	19	169.6	65.7
49	M	1944	20	171.1	67.2
50	M	1944	20	179.5	71.3
51	M	1944	20	182	70.6
52	M	1944	19	185.5	84.5
54	M	1944	20	170.5	66
55	M	1944	20	179	62.3
56	M	1944	20	175	65
57	M	1944	19	168.5	70
58	M	1944	19	177.7	76.5
59	M	1944	20	173.2	72.2
61	M	1944	19	180	67
62	M	1944	19	183.6	64
63	M	1944	20	178.5	82.7
64	M	1944	20	175.4	74.8
65	M	1944	20	172.9	68.7
66	M	1944	19	173.6	73
68	M	1944	18	170.3	58.8
69	M	1944	19	180.3	80.3
70	M	1944	19	171.7	60.4
71	M	1944	19	171.7	62
72	M	1944	19	167.6	73.3
73	M	1944	19	169	64.5
74	M	1944	20	174.5	68.6
75	M	1944	19	186.7	69
76	M	1944	19	182.6	79
77	M	1944	20	180.5	79.7
78	M	1944	19	177.5	78.5
79	M	1944	20	180.3	75.2
80	M	1944	19	171	65.5
81	M	1944	20	175.7	70.5
82	M	1944	20	174	73.2
83	M	1944	20	180.4	81.2
84	M	1944	19	162.7	64
85	M	1944	19	185.8	72
86	M	1944	19	182.3	75
87	M	1944	20	165.3	60.3
88	M	1944	19	176.5	68
89	M	1944	19	175.5	73
90	M	1944	20	181.1	84.6
91	M	1944	20	182.4	87.2
92	M	1944	20	180.5	78.8
93	M	1944	20	172.2	61.7
94	M	1944	20	175.5	68.3
95	M	1944	19	177.1	67.5
96	M	1944	19	180.1	70
97	M	1944	19	178.3	69
98	M	1944	19	174	63
102	M	1944	20	176.6	60.7
103	M	1944	20	172	72.5
104	M	1944	20	179.5	70.7
105	M	1944	19	172.7	67
106	M	1944	19	173	65
107	M	1944	19	165.8	60.7
108	M	1944	19	183.4	74.8
109	M	1944	19	173.5	63
110	M	1944	19	176.4	66
111	M	1944	20	175	59.9
114	M	1944	20	172.6	64.2
115	M	1944	19	166.1	56
116	M	1944	20	183.5	79.2
117	M	1944	19	172.6	72.7
118	M	1944	19	184.7	82
119	M	1944	20	178.5	77.9
120	M	1944	20	188.2	89.5
122	M	1944	20	170.2	76
123	M	1944	19	175.5	65
124	M	1944	19	175.5	64
125	M	1944	19	181.5	87.5
126	M	1944	19	166.9	59
127	M	1944	20	177.6	68.8
128	M	1944	20	176.4	69.4
129	M	1944	20	174.2	69.3
130	M	1944	20	185.1	92.2
131	M	1944	19	180.1	78
132	M	1944	19	180.5	62
133	M	1944	20	181.9	73.4
134	M	1944	20	176.4	69.7
135	M	1944	20	178.8	105.7
136	M	1944	19	183.3	77.3
137	M	1944	20	179.8	76.7
138	M	1944	19	163.1	52
139	M	1944	20	172.6	58.4
140	M	1944	20	177.5	64
141	M	1944	19	176	69
142	M	1944	19	180.6	66.6
143	M	1944	20	167	56.6
144	M	1944	20	174.4	64.8
145	M	1944	19	165	63.5
146	M	1944	19	175	63
147	M	1944	20	177	63.5
148	M	1944	20	177.2	79
150	M	1944	20	174	67.4
151	M	1944	20	171.3	91.9
152	M	1944	20	172	65.7
153	M	1944	20	171.9	58.7
154	M	1944	20	171	68.7
155	M	1944	20	186.8	70.7
156	M	1944	20	179.4	65.9
157	M	1944	20	178	71.4
158	M	1944	20	176.6	86
159	M	1944	20	171.6	71.4
160	M	1944	20	188	79.5
161	M	1944	20	169.5	63.3
162	M	1944	20	169.7	66.3
163	M	1944	20	176.4	63.3
164	M	1944	20	194.3	78
165	M	1944	20	182.1	66.5
166	M	1944	20	182.1	69.4
167	M	1944	20	178	76
168	M	1944	20	174.2	71.3
169	M	1944	20	178	63.5
170	M	1944	19	182.4	68.8
171	M	1944	20	191.2	70.7
172	M	1944	20	193.4	79.5
173	M	1944	20	186.6	71.2
174	M	1944	20	170.6	58.7
175	M	1944	20	177.6	62.3
176	M	1944	20	173.3	69.2
177	M	1944	20	180.7	71.9
178	M	1944	20	170.5	66
179	M	1944	20	176.5	77.6
180	M	1944	17	175.4	71.9
181	M	1944	20	167.3	66.2
182	M	1944	20	180	71.5
183	M	1944	20	174.5	61.9
184	M	1944	20	175.2	71.6
185	M	1944	20	170.6	68
186	M	1944	20	174	56.9
187	M	1944	20	182.3	108.1
188	M	1944	20	183	76.7
189	M	1944	20	187.6	76.3
190	M	1944	20	174.1	60.5
191	M	1944	20	187	83.4
1	M	1945	19	172.8	75.3
2	M	1945	20	163.7	61.7
3	M	1945	20	171.5	72.3
4	M	1945	19	188.4	79.6
5	M	1945	19	185.9	72.5
6	M	1945	19	183	74.4
7	M	1945	20	178	61.7
8	M	1945	19	179.8	73.5
9	M	1945	19	170.5	65.9
10	M	1945	19	177.4	62
11	M	1945	19	179.6	67.3
12	M	1945	19	177.2	71.3
14	M	1945	20	174.7	67
16	M	1945	19	169.3	63.9
17	M	1945	19	179.3	73.4
18	M	1945	19	165.5	59.9
19	M	1945	19	166.2	67.4
20	M	1945	19	175.3	64.1
22	M	1945	20	186.5	90.3
23	M	1945	20	180.5	67.5
24	M	1945	19	180	70.4
25	M	1945	19	180	68.8
26	M	1945	19	175.3	64.3
27	M	1945	19	185.8	79.9
28	M	1945	19	174.4	64.5
29	M	1945	19	179.6	72.4
30	M	1945	19	179.6	69.1
31	M	1945	19	167.4	53.8
32	M	1945	19	168.4	61.7
33	M	1945	19	178.4	81.8
34	M	1945	19	173.5	68.1
35	M	1945	19	183.8	78.9
36	M	1945	19	180.8	71.3
37	M	1945	19	180.8	75.9
38	M	1945	19	174.5	85.4
39	M	1945	20	175.1	56.6
41	M	1945	20	166	65.3
42	M	1945	20	168	59.7
43	M	1945	19	178.4	75.1
44	M	1945	19	189.9	71.1
45	M	1945	20	180.2	76
46	M	1945	19	175.4	62
47	M	1945	19	170.6	56.5
48	M	1945	19	175.3	64.1
49	M	1945	19	179.8	74.9
50	M	1945	19	170.7	68.6
51	M	1945	19	183.6	70
52	M	1945	20	187.3	106
53	M	1945	19	173.7	66.8
54	M	1945	19	171.6	63.9
55	M	1945	19	171.6	68
56	M	1945	19	167.4	64.1
57	M	1945	19	170.4	68.2
58	M	1945	19	177	62.6
60	M	1945	20	176.5	57
61	M	1945	18	179.1	75.2
62	M	1945	19	170.2	62.3
63	M	1945	19	167.3	53.1
65	M	1945	18	183	75
66	M	1945	19	186.2	69.2
67	M	1945	19	181	78.5
68	M	1945	19	182.3	71.2
69	M	1945	18	185.1	71
71	M	1945	18	174.1	60
72	M	1945	18	169.4	65.5
73	M	1945	19	164.4	57.7
74	M	1945	18	182.8	68
75	M	1945	19	172.4	61.3
77	M	1945	19	173.2	77.9
78	M	1945	19	178	68
79	M	1945	19	168	56.4
80	M	1945	19	175.9	58.1
84	M	1945	19	173.7	66.9
85	M	1945	18	174.6	72
88	M	1945	19	179	66.2
89	M	1945	19	177	66
90	M	1945	19	176.7	75.7
1	M	1946	19	179.4	70.5
2	M	1946	19	184.2	74.2
3	M	1946	20	192.5	94.3
4	M	1946	18	176.6	64.2
5	M	1946	18	178.4	77.8
6	M	1946	18	170.7	69.1
7	M	1946	18	175.4	67.3
8	M	1946	18	175.8	68.1
9	M	1946	19	165.7	63.5
10	M	1946	19	170	54.8
11	M	1946	19	179.2	59.5
12	M	1946	19	180.3	74.9
13	M	1946	18	175.5	68.3
14	M	1946	18	180.5	71.9
15	M	1946	18	184.8	73.7
16	M	1946	18	174.8	75.9
17	M	1946	18	182	67.2
18	M	1946	18	182.7	62.6
19	M	1946	18	179.2	75.6
20	M	1946	18	177.4	72
21	M	1946	18	176.3	70.9
26	M	1946	18	179.8	67.4
